district,latitude,longitude,elevation_m,distance_to_river_m,landcover,soil_type,water_supply,electricity,road_quality,population_density_per_km2,built_up_percent,urban_rural,rainfall_7d_mm,monthly_rainfall_mm,drainage_index,ndvi,ndwi,water_presence_flag,historical_flood_count,infrastructure_score,nearest_hospital_km,nearest_evac_km,flood_risk_score,flood_occurrence_current_event,inundation_area_sqm,is_good_to_live,reason_not_good_to_live,is_synthetic
7,8.084845,81.4854,86,896.0,1,2,0,0,0,102,4.7,0,11.5,12.1,0.474,0.355,-0.005,1,0,16,0.89,6.45,6.05,0,0,0,10,1
1,6.430071,81.047622,60,246.1,0,1,0,0,3,250,1.0,0,106.2,390.9,0.845,0.276,-0.11,1,0,5,3.0,2.08,54.29,0,0,0,10,1
2,7.998104,80.898508,1066,1706.8,2,2,1,0,1,828,32.9,0,25.5,68.9,0.603,0.33,-0.145,1,0,65,1.4,0.56,7.41,0,0,1,9,1
0,6.500062,81.318846,103,4486.1,0,4,0,2,1,403,33.7,0,93.2,83.0,0.68,-0.063,0.262,0,1,46,25.33,0.42,19.02,0,0,1,9,1
21,6.906053,80.634942,1,2578.9,5,1,1,1,1,520,26.6,1,117.1,163.9,0.61,0.221,0.236,0,0,45,7.37,5.05,40.8,0,0,1,9,1
5,8.752368,79.684022,67,5395.4,3,0,4,0,0,1021,40.1,1,56.0,350.8,0.333,0.673,0.122,0,0,57,7.68,0.73,37.81,0,0,1,9,1
15,7.03255,81.153243,437,1778.0,0,4,0,0,0,49,1.0,0,65.1,379.3,0.752,0.126,0.094,1,0,56,0.64,5.3,35.05,0,0,1,9,1
22,8.444225,79.910094,42,1902.2,0,4,4,0,1,925,50.5,0,78.9,248.5,0.525,0.38,0.128,0,0,69,27.28,10.08,31.37,0,0,1,9,1
19,6.760661,81.02979,295,1531.8,0,2,3,0,1,371,12.2,0,43.1,312.7,0.214,0.153,0.039,1,0,70,1.14,0.61,31.84,0,0,1,9,1
2,6.90757,81.072471,1027,488.3,2,3,0,0,3,342,12.2,0,74.8,460.8,0.09,0.581,-0.162,1,0,7,2.38,26.55,64.89,0,0,0,3,1
18,9.100123,81.851051,95,8416.4,6,2,3,2,0,10,10.7,0,129.9,252.0,0.719,0.15,0.549,0,0,42,3.03,6.19,33.14,0,0,1,9,1
13,8.203517,81.387073,84,2816.3,2,4,4,0,1,10,53.5,0,80.6,177.9,0.652,-0.117,0.42,0,0,76,12.72,2.63,21.44,0,0,1,9,1
3,9.115115,80.493637,85,3551.2,5,3,0,2,1,404,41.0,1,13.0,323.2,0.425,0.345,0.758,0,0,24,25.99,4.6,33.63,0,0,0,10,1
8,8.839638,81.07605,84,4400.0,6,2,0,0,0,475,26.0,0,76.8,85.5,0.135,0.254,0.399,0,0,37,5.45,0.36,21.06,0,0,1,9,1
12,7.479821,81.855483,142,4078.8,0,0,0,0,1,481,1.0,0,199.2,148.6,0.647,0.542,0.222,0,0,49,8.18,1.55,30.98,0,0,1,9,1
10,8.840789,81.613624,250,146.8,3,2,0,0,3,724,31.6,0,63.3,138.8,0.455,0.602,-0.157,1,0,69,9.03,2.23,28.03,0,0,1,9,1
20,9.604661,80.451782,98,865.6,0,0,0,0,1,242,22.4,0,73.9,97.5,0.761,0.195,-0.052,1,0,55,22.08,2.56,13.53,0,0,1,9,1
15,9.840695,81.788994,1388,2187.2,4,1,1,0,0,580,1.0,0,59.6,123.5,0.76,0.326,0.092,1,0,30,11.68,5.26,15.7,0,0,1,9,1
12,7.315656,81.761911,17,1867.8,5,4,0,1,3,915,1.0,1,36.2,74.2,0.129,-0.041,-0.133,1,0,34,0.27,12.42,25.06,0,0,1,9,1
7,7.797153,80.047052,0,2291.3,5,1,1,0,1,725,11.9,1,10.7,293.5,0.69,-0.153,0.241,0,2,86,11.9,1.44,39.62,0,0,1,9,1
20,9.811328,81.268623,142,503.4,0,4,1,0,0,820,15.1,0,158.1,455.8,0.445,0.027,0.126,0,0,50,2.33,9.24,55.1,1,237657,1,9,1
14,7.119073,81.524169,75,158.3,2,4,0,0,3,42,24.0,0,14.9,55.1,0.764,0.201,-0.294,1,0,34,1.44,3.0,16.24,0,0,1,9,1
3,6.341543,81.699971,147,3057.6,6,3,0,0,0,498,20.2,0,240.7,122.5,0.337,0.431,0.169,0,2,7,6.96,2.18,45.22,0,0,0,10,1
3,6.852973,80.47938,84,2114.4,0,3,4,1,3,126,2.9,0,61.9,262.9,0.876,-0.176,0.056,1,0,36,2.48,13.42,25.88,0,0,1,9,1
1,7.603351,81.407478,117,983.7,4,3,4,0,0,401,27.1,0,134.2,285.6,0.264,-0.225,-0.333,1,1,10,16.61,29.6,47.43,1,121359,0,10,1
19,6.630025,80.744242,599,9159.9,6,3,4,0,1,246,4.0,0,94.7,140.7,0.094,-0.229,-0.184,0,0,28,2.91,0.5,27.66,0,0,0,10,1
2,8.529687,80.936823,977,4713.0,2,4,0,0,1,507,1.0,0,22.0,52.4,0.719,-0.296,-0.115,1,0,95,5.53,3.42,0.0,0,0,1,9,1
4,8.99583,81.859662,108,148.7,5,2,0,0,2,1463,24.1,1,238.9,374.3,0.584,0.199,0.126,0,0,44,4.31,0.21,66.05,0,0,0,1,1
18,7.141719,79.984938,33,9533.2,2,4,4,0,0,494,35.1,0,129.1,257.5,0.34,0.358,-0.47,1,0,75,10.07,7.06,40.32,0,0,1,9,1
1,9.668747,79.751986,16,448.0,2,4,4,0,1,595,1.0,0,55.6,223.8,0.288,0.491,0.258,0,1,95,9.05,6.51,44.58,0,0,1,9,1
12,8.993588,81.032654,59,1834.8,0,0,0,0,3,103,1.0,0,183.4,103.2,0.627,0.455,-0.075,1,0,46,9.91,17.05,26.12,0,0,1,9,1
17,7.560591,79.755571,37,45.5,5,1,0,2,3,386,30.0,1,34.1,426.8,0.555,0.082,-0.553,1,1,19,2.3,16.17,59.43,0,0,0,10,1
16,8.392775,79.958388,18,1436.8,1,3,4,0,0,1044,1.0,1,112.4,322.9,0.608,0.491,-0.456,1,0,44,4.96,7.27,47.32,1,10242,1,9,1
15,5.95678,80.910569,1429,3066.3,5,0,4,0,0,313,5.8,1,4.3,122.2,0.236,0.088,0.244,0,0,26,13.66,9.1,15.94,0,0,0,10,1
19,7.394923,80.003036,829,873.1,0,4,2,2,3,907,14.7,0,78.3,507.0,0.703,0.278,-0.135,1,0,57,4.69,2.02,48.08,1,138669,1,9,1
23,6.159431,80.252295,18,2094.1,6,4,4,1,0,367,5.0,0,103.0,44.6,0.975,0.035,0.591,0,0,33,1.85,0.45,20.82,0,0,1,9,1
15,9.107295,81.846907,1248,1185.6,2,1,4,0,1,382,33.4,0,116.9,259.0,0.52,-0.087,-0.143,1,0,56,1.4,15.1,34.14,0,0,1,9,1
16,7.252343,80.422976,14,2713.4,5,4,0,2,1,346,1.0,1,76.1,236.9,0.494,0.109,-0.305,1,0,13,10.08,4.38,41.96,0,0,0,10,1
17,7.152653,80.508607,66,1663.0,4,1,4,2,1,940,13.3,0,117.3,209.8,0.876,0.477,0.082,1,0,72,17.32,5.47,23.92,0,0,1,9,1
24,7.597745,81.251026,162,1526.6,1,4,2,0,0,377,46.5,0,57.5,12.8,0.416,0.507,0.134,0,0,47,4.38,1.65,10.28,0,0,1,9,1
4,8.031357,79.946072,43,2925.2,5,0,0,1,1,1538,52.1,1,6.0,139.0,0.696,0.082,-0.406,1,0,5,11.15,0.23,19.43,0,0,0,10,1
13,8.719341,80.05098,4,988.7,0,1,4,0,3,10,1.0,0,107.3,279.5,0.097,-0.428,0.348,0,0,31,3.7,9.84,53.8,1,150123,1,9,1
2,8.426175,79.768881,598,2996.5,2,1,1,0,1,699,29.3,0,94.9,409.8,0.819,0.169,-0.175,1,0,28,0.22,5.99,44.12,0,0,0,10,1
17,9.731339,81.305315,163,6474.8,6,2,3,0,1,338,34.1,0,106.3,41.0,0.503,0.056,0.533,0,0,22,3.16,2.58,18.52,0,0,0,10,1
5,8.428686,81.019109,153,371.8,3,2,0,0,2,1069,14.6,1,92.3,461.6,0.764,0.086,0.195,0,1,40,17.17,5.22,59.29,1,165471,0,7,1
0,6.886518,80.549352,81,3936.6,3,4,4,0,3,526,19.7,0,91.4,166.2,0.938,0.493,0.461,0,0,22,3.61,10.87,22.4,0,0,0,10,1
14,8.770506,81.291907,87,26.8,3,3,1,0,0,679,27.9,0,138.1,266.3,0.87,0.499,0.532,0,1,43,5.06,4.23,46.9,1,74346,1,9,1
5,7.577587,81.81998,33,801.2,0,3,0,2,1,2003,36.9,1,6.9,176.4,0.646,0.069,0.133,0,0,24,0.86,7.35,23.48,0,0,0,10,1
14,6.5862,81.657083,90,1509.7,0,1,0,1,3,455,12.8,0,90.6,226.3,0.803,0.048,0.253,0,0,37,2.23,7.93,26.83,0,0,1,9,1
12,6.428858,81.681848,52,675.7,2,3,0,0,3,308,20.0,0,6.9,310.4,0.436,0.445,-0.296,1,0,22,12.1,6.27,31.0,0,0,0,10,1
0,7.64024,81.506638,9,48.2,4,1,4,0,0,569,43.4,0,141.9,383.2,0.247,0.105,-0.319,1,0,31,0.35,0.36,75.02,1,174133,0,0,1
7,6.368324,79.835448,28,79.9,0,4,1,1,3,358,28.9,0,27.4,110.0,0.58,-0.042,0.113,0,1,38,1.26,1.21,32.85,0,0,1,9,1
7,7.436383,79.791822,23,1337.9,5,1,0,0,1,618,1.0,1,29.5,49.5,0.559,0.513,0.248,0,0,65,0.86,3.64,13.14,0,0,1,9,1
24,7.948162,80.473296,16,5656.8,3,2,0,0,0,10,36.9,0,67.7,151.2,0.188,0.246,0.276,0,0,46,30.62,1.35,34.93,0,0,1,9,1
24,9.415697,81.69146,8,543.8,4,1,0,0,1,118,1.0,0,188.0,193.8,0.437,-0.128,0.122,0,0,74,10.09,1.14,45.83,1,174930,1,9,1
10,7.558187,80.446518,704,546.0,0,4,3,0,0,1738,49.6,1,99.3,329.9,0.708,0.063,-0.022,1,0,56,11.24,3.27,37.22,0,0,1,9,1
8,7.869304,80.100177,73,339.8,0,0,3,0,1,811,17.3,0,141.5,517.6,0.503,0.445,0.041,1,0,61,1.58,1.12,67.02,0,0,0,0,1
10,7.517041,81.691953,792,4798.9,5,3,2,0,0,630,46.9,1,16.5,54.3,0.428,0.488,-0.127,1,0,56,1.3,4.5,8.64,0,0,1,9,1
13,5.998883,81.304427,29,1472.5,2,0,0,0,3,424,24.9,0,25.5,186.5,0.676,0.535,0.019,1,0,56,51.81,4.98,23.28,0,0,1,9,1
4,7.964153,81.526042,84,1490.0,0,3,0,0,1,1923,22.0,1,46.8,152.3,0.699,0.2,-0.008,1,0,60,13.68,3.16,15.48,0,0,1,9,1
5,8.187517,81.515189,89,1743.2,0,4,4,1,3,1894,89.3,1,47.9,54.4,0.149,0.22,-0.267,1,0,10,24.45,0.43,21.3,0,0,0,12,1
3,8.840584,81.715731,43,1277.7,0,2,0,0,1,664,10.3,0,77.4,56.2,0.628,0.259,0.276,0,0,34,1.07,2.02,15.36,0,0,1,9,1
18,8.614153,81.216415,76,7133.4,3,3,2,0,3,158,25.9,0,38.2,52.6,0.45,0.436,0.195,0,0,52,10.51,0.02,9.8,0,0,1,9,1
5,7.461544,79.788956,61,1244.2,0,1,2,0,0,1729,39.3,1,167.1,57.6,0.408,-0.049,0.097,1,0,33,15.64,8.03,26.1,0,0,1,9,1
6,7.72426,81.304581,74,76.9,0,0,0,0,3,1876,40.3,1,148.5,515.0,0.133,-0.089,-0.046,1,0,39,17.94,6.11,74.55,1,76368,0,0,1
24,6.663148,80.333307,23,101.2,4,2,0,2,0,10,23.5,0,46.7,238.1,0.547,0.027,-0.035,1,2,5,5.61,0.49,51.82,0,0,0,10,1
21,7.334322,80.129656,132,1405.5,1,0,3,0,0,205,24.2,0,99.1,218.4,0.869,0.222,0.032,1,0,41,17.02,20.05,26.53,0,0,1,9,1
6,6.379264,81.577733,0,1027.7,2,0,4,0,0,2076,74.5,1,66.6,217.0,0.828,0.337,-0.118,1,0,10,7.47,1.29,44.19,0,0,0,10,1
10,6.298615,80.67874,1132,174.5,6,1,0,0,1,1542,51.1,1,49.6,36.9,0.761,-0.245,0.058,0,0,49,6.98,7.86,18.08,0,0,1,9,1
1,9.388492,79.962001,58,6954.3,0,3,2,0,0,233,11.2,0,155.7,418.1,0.912,0.114,-0.314,1,0,48,0.06,2.17,47.05,0,0,1,9,1
5,7.09907,79.682574,45,5090.9,5,4,0,0,2,1963,42.3,1,30.5,227.9,0.768,0.105,-0.014,1,0,46,7.3,2.95,23.38,0,0,0,7,1
9,9.501439,81.051261,68,2759.7,5,2,0,0,0,367,42.3,1,94.4,41.2,0.196,0.137,0.526,0,0,39,0.56,0.0,19.13,0,0,1,9,1
17,7.314041,80.858751,68,1570.8,0,3,1,2,1,619,18.9,0,53.1,120.9,0.372,0.028,-0.035,1,0,44,5.52,1.68,18.21,0,0,1,9,1
9,6.617913,81.284369,102,1452.1,3,1,3,0,0,47,45.0,0,4.9,41.3,0.154,-0.011,0.067,1,0,51,2.28,0.86,9.54,0,0,1,9,1
23,7.571061,80.518497,43,3966.7,6,0,3,0,3,306,25.8,0,31.9,214.6,0.574,-0.416,0.253,0,0,31,12.2,12.37,25.62,0,0,1,9,1
20,8.978173,80.110474,162,1475.6,2,1,4,0,3,452,1.0,0,19.4,260.8,0.631,0.43,0.082,1,0,59,1.85,6.38,21.51,0,0,1,9,1
13,9.419842,80.27697,73,733.8,2,3,0,0,1,453,13.0,0,49.1,54.2,0.219,0.283,0.196,0,0,71,26.34,2.64,10.79,0,0,1,9,1
10,9.104892,80.639803,636,1133.4,5,4,0,1,1,827,54.7,1,97.5,458.0,0.328,0.412,0.008,1,0,33,2.38,2.71,54.07,1,50706,1,9,1
5,9.415977,80.284041,81,3977.8,2,4,4,0,1,1053,37.9,1,31.8,23.1,0.393,0.399,-0.235,1,0,62,2.22,0.85,6.87,0,0,1,9,1
7,7.7773,80.360352,171,304.5,0,4,2,2,1,667,38.4,0,39.2,485.5,0.33,0.21,-0.22,1,0,33,21.78,2.81,59.7,0,0,1,9,1
11,9.720916,80.778334,151,1025.9,0,3,2,0,1,354,55.6,0,3.6,7.1,0.787,-0.194,0.18,0,0,58,3.51,1.72,0.06,0,0,1,9,1
11,8.318757,81.100049,110,1173.8,0,4,3,2,1,561,24.2,0,29.6,264.3,0.819,0.466,0.223,0,0,35,1.97,9.79,24.51,0,0,1,9,1
14,7.202889,80.843576,10,2640.7,5,0,0,1,3,207,10.1,1,172.7,91.9,0.596,-0.023,0.084,1,0,42,14.54,18.89,37.27,0,0,1,9,1
2,7.226568,80.731248,772,166.7,3,3,0,2,0,364,54.1,0,41.1,320.5,0.335,0.411,-0.34,1,0,69,15.5,2.31,43.27,0,0,1,9,1
19,6.769304,80.810269,1064,2472.6,5,2,0,0,0,1021,6.8,1,47.8,252.3,0.673,-0.151,0.154,0,0,27,2.17,0.91,26.72,0,0,0,10,1
6,6.686954,80.153437,2,910.8,5,3,4,0,1,1829,41.7,1,104.6,233.2,0.878,0.073,0.554,0,0,51,16.82,4.96,42.5,0,0,1,9,1
16,9.461307,79.867803,120,1132.0,0,0,3,0,1,10,46.0,0,75.5,420.6,0.594,0.153,0.133,0,0,63,1.25,0.57,42.66,0,0,1,9,1
6,6.4229,79.790185,44,1457.3,0,2,4,0,1,984,65.2,0,24.8,279.8,0.712,0.282,-0.189,1,0,27,19.91,1.43,31.04,0,0,0,10,1
6,8.918745,81.798573,50,2613.6,0,4,0,0,0,1272,48.2,1,66.8,523.8,0.154,0.437,-0.172,1,0,35,11.49,10.12,57.7,1,187678,1,9,1
19,6.976158,81.138376,577,1543.9,0,0,0,1,1,493,55.0,0,10.9,128.7,0.485,0.179,0.016,1,0,54,4.83,4.06,14.31,0,0,1,9,1
11,7.403918,79.701467,51,2166.0,6,2,4,0,1,889,11.8,0,133.1,188.5,0.691,0.232,0.229,0,1,49,9.45,8.01,30.3,0,0,1,9,1
19,6.424215,81.731067,765,11597.2,5,2,4,1,0,505,25.6,1,127.8,81.7,0.276,0.063,-0.143,1,0,20,0.34,4.2,26.11,0,0,0,10,1
12,8.871392,80.13735,2,1549.0,0,4,2,0,1,10,34.4,0,3.5,277.3,0.504,0.171,0.06,1,1,76,7.76,4.64,39.44,0,0,1,9,1
0,6.614964,81.267086,22,592.2,0,0,0,0,1,782,17.3,0,85.4,328.8,0.617,0.608,0.155,0,0,48,1.45,17.98,44.24,0,0,1,9,1
8,6.166854,79.928593,2,802.6,5,4,0,0,3,19,7.8,1,8.6,289.2,0.347,-0.245,-0.088,1,0,29,13.08,4.82,43.38,0,0,0,10,1
24,8.568249,81.168027,5,142.0,2,2,0,2,1,209,28.1,0,82.7,47.4,0.596,0.502,-0.413,1,0,25,9.03,5.45,38.67,0,0,0,10,1
24,6.250192,80.25788,66,135.5,6,4,3,0,3,376,44.1,0,97.3,121.4,0.242,0.18,0.057,0,0,31,9.4,0.84,36.53,0,0,1,9,1
19,8.387275,81.375417,912,798.8,2,0,3,0,1,759,28.9,0,128.3,212.1,0.753,0.657,0.005,1,0,52,19.17,0.91,29.22,0,0,1,9,1
3,7.973223,81.858083,90,1185.6,0,4,3,0,0,513,46.4,0,181.9,85.6,0.375,-0.047,-0.34,1,0,16,4.27,6.25,32.29,0,0,0,10,1
21,9.019171,80.813039,82,2033.3,2,4,0,0,3,406,49.6,0,102.6,19.0,0.609,0.4,-0.074,1,0,31,6.99,9.83,15.13,0,0,1,9,1
16,9.291588,81.688471,151,995.7,0,1,4,0,1,509,5.5,0,118.2,301.7,0.376,0.05,-0.117,1,0,65,20.03,2.14,36.98,0,0,1,9,1
16,8.984696,80.49555,210,122.3,4,0,0,0,0,697,43.9,0,10.3,436.2,0.64,0.587,0.126,0,0,25,15.28,5.04,50.68,0,0,0,10,1
7,8.895207,79.764313,1,4291.5,0,4,3,0,1,245,39.2,0,155.8,236.4,0.684,0.098,-0.083,1,0,79,1.89,2.92,47.2,1,231442,1,9,1
17,6.485344,81.077379,73,2080.3,2,2,0,0,0,912,27.5,0,84.3,49.2,0.636,0.465,-0.229,1,0,54,3.63,10.04,12.15,0,0,1,9,1
10,6.524794,79.743349,486,2363.3,2,2,0,0,1,1438,39.2,1,37.0,210.8,0.194,0.369,0.238,0,0,39,7.36,6.0,27.39,0,0,1,9,1
2,7.608081,81.016347,1761,5644.9,0,1,2,2,1,385,1.0,0,32.9,85.0,0.016,0.189,0.324,0,0,14,1.85,0.54,18.86,0,0,0,10,1
23,8.761908,79.767746,82,5542.3,5,1,0,0,0,138,44.4,1,33.2,142.7,0.309,0.287,-0.066,1,0,12,3.08,1.12,23.14,0,0,0,10,1
23,8.886496,81.520051,14,3903.1,5,0,3,0,1,501,41.3,1,38.3,55.7,0.462,0.281,-0.208,1,0,54,32.65,5.43,21.32,0,0,1,9,1
21,6.202445,81.755877,131,5246.8,5,3,0,1,1,1301,53.8,1,64.4,203.8,0.81,-0.076,-0.282,1,0,36,21.28,2.5,24.41,0,0,1,9,1
12,8.119061,81.250902,104,133.2,5,0,4,0,3,117,34.3,1,75.0,66.7,0.115,0.126,-0.012,1,1,54,1.24,1.94,30.72,0,0,1,9,1
4,8.702267,81.617848,22,2302.2,3,0,2,2,1,1623,57.3,1,103.8,56.7,0.147,-0.094,0.435,0,0,51,11.16,3.58,29.8,0,0,1,9,1
23,8.581248,81.794414,133,291.0,3,1,4,0,0,643,28.4,0,81.2,234.7,0.125,0.649,0.005,1,0,57,0.62,1.33,42.15,0,0,1,9,1
24,8.145521,80.395551,13,2171.2,0,1,1,0,1,769,35.3,0,6.7,163.4,0.754,0.286,-0.309,1,0,67,0.48,9.34,22.91,0,0,1,9,1
22,6.24255,80.695273,23,324.1,0,4,0,0,3,352,3.2,0,173.4,291.9,0.839,0.219,-0.252,1,1,63,1.6,2.5,57.74,1,277493,1,9,1
16,9.543565,81.311457,84,2340.7,2,3,3,0,3,757,50.2,0,176.6,137.3,0.432,0.175,-0.026,1,0,10,2.77,7.32,36.29,0,0,0,10,1
9,8.67303,79.809074,63,4669.5,4,3,0,0,1,245,13.0,0,238.6,286.8,0.144,0.048,-0.18,1,0,55,3.26,4.16,51.47,0,0,1,9,1
13,7.280504,81.572761,113,1297.2,0,0,4,0,0,112,26.9,0,108.2,191.1,0.588,0.461,-0.365,1,0,45,5.01,2.65,27.71,0,0,1,9,1
1,9.634918,80.254493,40,8395.2,5,3,0,2,1,10,20.1,1,77.5,219.7,0.286,0.429,-0.288,1,0,10,0.95,2.55,36.2,0,0,0,10,1
15,7.120754,81.090473,900,5375.2,3,0,3,0,3,800,19.4,0,21.8,337.5,0.762,0.705,0.43,0,0,41,2.22,5.67,29.56,0,0,1,9,1
24,8.280601,81.292405,98,506.9,2,2,2,0,1,47,11.4,0,60.6,542.7,0.247,0.295,0.333,0,0,46,2.35,11.34,54.78,1,95851,1,9,1
10,8.438221,81.342323,484,5956.3,6,1,4,0,1,1181,52.5,1,59.6,453.6,0.778,0.018,0.295,0,1,66,1.52,26.81,44.5,0,0,1,9,1
6,6.628262,81.268499,128,4823.4,1,3,4,0,2,2091,27.9,1,200.5,115.0,0.769,0.488,0.085,1,0,61,25.51,5.66,27.24,0,0,0,7,1
21,6.058959,80.029476,18,3893.4,0,1,4,0,0,49,30.9,0,113.2,90.6,0.392,0.12,-0.203,1,0,24,8.88,3.03,33.7,0,0,0,10,1
13,7.012621,81.116891,49,83.7,0,4,4,0,1,671,1.0,0,68.8,249.5,0.744,0.353,0.263,0,1,42,24.19,3.42,38.88,0,0,1,9,1
9,6.632345,79.749398,63,1681.2,5,4,0,1,1,505,8.6,1,31.3,121.0,0.671,0.269,-0.089,1,0,33,1.61,1.76,13.63,0,0,1,9,1
4,7.392828,81.229302,26,181.0,0,0,1,0,1,1520,54.8,1,86.7,68.7,0.819,-0.393,0.142,0,0,29,2.93,17.66,33.25,0,0,0,10,1
9,6.819478,81.46161,75,139.1,4,3,3,1,0,452,6.4,0,95.9,183.5,0.472,0.241,0.098,1,0,43,8.34,1.74,36.18,0,0,1,9,1
0,6.943328,80.880703,87,2570.3,0,4,4,0,3,405,18.5,0,142.6,128.6,0.547,0.284,0.04,1,0,60,18.96,8.13,24.43,0,0,1,9,1
4,7.016969,81.100852,104,88.5,0,0,0,0,3,2099,48.9,1,163.8,193.9,0.552,0.193,0.337,0,0,33,21.27,0.74,46.16,0,0,1,9,1
16,8.724272,80.40659,12,2281.3,0,0,1,0,1,185,21.9,0,71.8,161.0,0.213,0.088,-0.174,1,0,41,1.8,2.09,36.86,0,0,1,9,1
14,7.848121,80.055144,52,320.7,1,0,3,0,1,440,58.6,0,205.3,103.4,0.862,0.131,-0.331,1,1,71,3.83,3.26,38.86,0,0,1,9,1
17,9.454011,80.157435,61,103.9,0,3,4,0,0,353,8.9,0,90.6,147.0,0.733,0.157,0.013,1,0,55,6.65,0.61,28.92,0,0,1,9,1
7,8.318882,81.451294,11,3347.0,5,2,4,0,0,495,8.9,1,60.3,335.4,0.121,-0.292,-0.344,1,0,23,5.88,15.12,52.62,0,0,0,10,1
8,7.975976,80.375052,73,1310.0,2,4,4,0,0,409,6.1,0,57.0,412.7,0.401,0.553,0.228,0,0,31,1.67,7.34,43.29,0,0,1,9,1
0,9.613299,80.786833,14,470.3,2,4,0,0,1,159,26.8,0,38.0,243.1,0.731,-0.047,-0.152,1,0,28,14.02,25.07,46.09,0,0,0,10,1
17,9.671775,80.365799,28,7864.4,3,4,4,2,1,395,46.8,0,69.1,175.3,0.831,0.254,0.046,1,0,8,7.41,3.24,31.35,0,0,0,10,1
0,7.804123,81.741828,50,397.4,5,1,4,0,3,463,1.0,1,49.4,128.2,0.545,0.442,-0.009,1,1,30,9.73,2.65,29.72,0,0,1,9,1
22,6.141829,81.385445,109,1576.1,0,0,2,0,0,366,15.6,0,21.7,203.7,0.731,0.132,-0.012,1,0,30,26.02,3.97,19.61,0,0,1,9,1
11,6.231881,80.631693,36,6424.8,2,4,2,0,1,10,18.1,0,70.0,297.3,0.333,0.037,0.137,0,0,95,1.74,4.35,34.05,0,0,1,9,1
13,7.336864,81.52599,28,578.7,6,3,0,0,0,725,30.6,0,11.9,254.8,0.079,-0.339,0.39,0,0,53,6.08,3.13,34.46,0,0,1,9,1
3,6.148726,80.139457,9,3285.8,3,4,0,0,1,78,3.7,0,92.4,184.7,0.61,0.007,-0.205,1,0,95,20.47,8.71,31.52,0,0,1,9,1
16,7.735985,80.4743,81,1437.8,0,2,0,1,0,816,40.1,0,128.5,66.0,0.566,-0.193,0.065,1,0,37,0.47,6.55,21.0,0,0,1,9,1
14,9.366461,80.945099,67,1088.5,3,2,2,0,0,671,21.3,0,60.6,387.2,0.561,0.371,0.651,0,0,38,10.38,25.16,39.98,0,0,1,9,1
2,9.488668,81.7212,765,1555.0,2,4,0,0,0,454,71.6,0,180.0,137.0,0.044,0.512,0.111,0,0,30,0.24,1.02,39.56,0,0,1,9,1
9,9.686307,81.81079,157,1235.4,5,2,2,0,3,451,18.3,1,39.8,79.0,0.603,-0.105,0.321,0,0,22,10.12,15.43,13.25,0,0,0,10,1
23,8.764347,80.724498,114,4452.8,5,2,3,0,3,10,14.7,1,81.3,103.7,0.576,0.392,0.004,1,0,31,18.1,1.6,18.65,0,0,1,9,1
0,6.399101,80.912851,22,4885.0,6,2,0,0,0,563,6.2,0,81.7,104.9,0.483,0.042,0.592,0,2,30,1.57,3.95,31.79,0,0,1,9,1
13,9.44482,80.16234,75,3486.8,3,4,3,0,2,440,27.8,0,104.1,65.1,0.573,0.161,-0.74,1,0,40,1.45,7.11,17.5,0,0,0,7,1
11,9.393542,81.722125,98,3556.4,5,2,1,0,3,72,10.1,1,160.5,50.5,0.394,-0.437,0.071,1,0,24,4.93,0.96,24.42,0,0,0,10,1
8,8.636602,80.392774,40,5453.5,2,4,4,0,1,348,5.2,0,147.6,182.5,0.802,0.152,0.141,0,0,34,10.47,1.13,31.81,0,0,1,9,1
13,7.46103,79.937167,8,225.2,2,4,0,0,1,743,13.6,0,56.5,451.1,0.505,0.616,-0.33,1,0,69,4.01,1.93,64.57,0,0,0,0,1
13,8.076707,81.393473,69,2094.9,4,3,2,0,3,552,12.1,0,72.1,301.6,0.851,0.068,-0.054,1,0,61,5.64,2.87,28.34,0,0,1,9,1
3,8.512799,81.509224,102,87.2,6,0,2,0,3,319,1.0,0,30.1,296.3,0.41,0.175,0.466,0,0,53,1.21,1.72,38.35,0,0,1,9,1
6,9.315616,81.681045,38,815.9,3,2,2,2,2,1459,54.7,1,20.5,500.2,0.727,0.202,-0.256,1,0,55,21.53,4.66,47.3,0,0,0,7,1
20,7.674613,80.541438,2,3217.7,0,3,3,0,3,614,31.0,0,71.8,266.2,0.493,0.149,0.384,0,2,53,13.2,4.25,49.08,0,0,1,9,1
16,9.754274,80.876893,75,781.3,4,1,4,0,1,644,18.6,0,50.9,13.8,0.053,0.468,0.386,0,0,59,9.51,19.99,10.74,0,0,1,9,1
13,6.392449,81.769042,51,3156.4,0,3,4,0,0,590,11.2,0,80.4,253.2,0.907,-0.259,0.05,1,0,49,8.33,10.91,25.73,0,0,1,9,1
21,9.196718,80.014521,131,4190.7,0,2,1,1,1,1037,10.0,1,18.6,301.6,0.75,0.289,-0.601,1,0,52,2.81,4.22,24.79,0,0,1,9,1
12,6.596578,79.873424,76,1248.5,5,3,4,0,1,687,1.0,1,18.0,289.5,0.65,0.152,-0.014,1,0,55,13.21,9.02,23.98,0,0,1,9,1
11,9.487765,80.556648,92,1257.4,0,2,4,0,0,285,18.6,0,69.9,27.8,0.209,-0.327,0.166,0,0,48,18.39,2.0,13.35,0,0,1,9,1
4,8.933441,81.194663,83,965.5,2,0,2,0,3,1157,20.4,1,11.6,510.3,0.129,0.563,0.061,1,0,65,4.12,0.94,46.92,0,0,1,9,1
